formula_pretty,symmetry.number,symmetry.crystal_system,symmetry.symbol,symmetry.point_group
Ca2TaInO6,14,Monoclinic,P2_1/c,2/m
CBrF2,14,Monoclinic,P2_1/c,2/m
Ca2La2Cu3O8,139,Tetragonal,I4/mmm,4/mmm
Ca5V3O13,173,Hexagonal,P6_3,6
Ce6Ni20P13,174,Hexagonal,P-6,-6
Ca3Mg2(AsO4)3,230,Cubic,Ia-3d,m-3m
Ca3Sn13Pt4,223,Cubic,Pm-3n,m-3m
Ca11Si4ClO18,139,Tetragonal,I4/mmm,4/mmm
Ca3Mn2O12,230,Cubic,Ia-3d,m-3m
C3OF2,14,Monoclinic,P2_1/c,2/m
Ca3V3(CoO6)2,230,Cubic,Ia-3d,m-3m
Ca5V3CO12,176,Hexagonal,P6_3/m,6/m
BiWO4,88,Tetragonal,I4_1/a,4/m
Ca2Bi3(PO4)3,176,Hexagonal,P6_3/m,6/m
CaPO6,15,Monoclinic,C2/c,2/m
Ca2P3Pb3ClO12,176,Hexagonal,P6_3/m,6/m
Ca2ScReO6,58,Orthorhombic,Pnnm,mmm
CF,176,Hexagonal,P6_3/m,6/m
Ca3Ga3(SnO6)2,230,Cubic,Ia-3d,m-3m
Ca2Al(SiO3)4,53,Orthorhombic,Pmna,mmm
BeO2,19,Orthorhombic,P2_12_12_1,222
Ca3V3(NiO6)2,230,Cubic,Ia-3d,m-3m
CdC2S2(NO)6,14,Monoclinic,P2_1/c,2/m
CaV2(PO4)3,14,Monoclinic,P2_1/c,2/m
Ca2PrGaCu2O7,46,Orthorhombic,Ima2,mm2
Cs2CoBr4,62,Orthorhombic,Pnma,mmm
Ca5CoPb3,193,Hexagonal,P6_3/mcm,6/mmm
C6F5,43,Orthorhombic,Fdd2,mm2
CF,14,Monoclinic,P2_1/c,2/m
Ca2CrFeO5,62,Orthorhombic,Pnma,mmm
Ca2LaGaCu2O7,46,Orthorhombic,Ima2,mm2
Bi7I2,11,Monoclinic,P2_1/m,2/m
Ca2B5ClO9,34,Orthorhombic,Pnn2,mm2
CaFe2(PO4)3,14,Monoclinic,P2_1/c,2/m
Ca2Nd3Si3O13,176,Hexagonal,P6_3/m,6/m
Bi4Au,227,Cubic,Fd-3m,m-3m
Ca6Al43W4,193,Hexagonal,P6_3/mcm,6/mmm
C8Cl3F2,14,Monoclinic,P2_1/c,2/m
C3IF2,14,Monoclinic,P2_1/c,2/m
Ce2Ta3(SeO4)2,58,Orthorhombic,Pnnm,mmm
Be3Si3C4SO12,218,Cubic,P-43n,-43m
Ca3MnCuO6,14,Monoclinic,P2_1/c,2/m
Y2TiSnO7,74,Orthorhombic,Imma,mmm
YGa3NiGe,107,Tetragonal,I4mm,4mm
Y3SOF5,6,Monoclinic,Pm,m
Y2MnSbO7,74,Orthorhombic,Imma,mmm
Y4CdS7,8,Monoclinic,Cm,m
Y2AlFe3,166,Trigonal,R-3m,-3m
YEr2Al9,187,Hexagonal,P-6m2,-6m2
Y5Sc5Si6,38,Orthorhombic,Amm2,mm2
Y4MnS7,8,Monoclinic,Cm,m
Y4Ti2Nb2O15,44,Orthorhombic,Imm2,mm2
Y6Mg(GeS7)2,143,Trigonal,P3,3
Y2ZrWO8,82,Tetragonal,I-4,-4
Y2WO6,59,Orthorhombic,Pmmn,mmm
Y6Zn(GeS7)2,143,Trigonal,P3,3
YBi2NO7,8,Monoclinic,Cm,m
YTiNbO6,14,Monoclinic,P2_1/c,2/m
Y2FeSbO7,74,Orthorhombic,Imma,mmm
Y4Zr3O12,1,Triclinic,P1,1
Y2Al3Fe,166,Trigonal,R-3m,-3m
Y4CrS7,8,Monoclinic,Cm,m
Y4Ge(O4F)2,1,Triclinic,P1,1
Y4ScSi10,191,Hexagonal,P6/mmm,6/mmm
Y3Ga7Cu4,12,Monoclinic,C2/m,2/m
Y2Mn3Sb3O14,12,Monoclinic,C2/m,2/m
Y2VFeO6,14,Monoclinic,P2_1/c,2/m
Y2(OF)3,174,Hexagonal,P-6,-6
Y6Zn(SiS7)2,143,Trigonal,P3,3
Y2P7Rh12,147,Trigonal,P-3,-3
Y4ZrSi3,162,Trigonal,P-31m,-3m
Y2AlCo3,166,Trigonal,R-3m,-3m
Y3CBr3,148,Trigonal,R-3,-3
Y4C4I3Br,8,Monoclinic,Cm,m
Y4GeO10,1,Triclinic,P1,1
Y2(MgZn)3,160,Trigonal,R3m,3m
Y2Fe4Si9,164,Trigonal,P-3m1,-3m
YFe6Bi(BO3)8,3,Monoclinic,P2,2
Zn3Fe9(PO4)8,2,Triclinic,P-1,-1
ZnH9C5NO6,9,Monoclinic,Cc,m
Y2CrFeO6,14,Monoclinic,P2_1/c,2/m
Y6Ge2O13F3,1,Triclinic,P1,1
Y2(CuNi)5,47,Orthorhombic,Pmmm,mmm
Y6Al2SiS14,143,Trigonal,P3,3
WCO2,123,Tetragonal,P4/mmm,4/mmm
Y4Zr3O12,2,Triclinic,P-1,-1
Y2Fe17C2,12,Monoclinic,C2/m,2/m
Y4Mg25,160,Trigonal,R3m,3m
Y10Si6B,162,Trigonal,P-31m,-3m
Y10(SiGe)3,189,Hexagonal,P-62m,-6m2
Y2(CoNi)5,47,Orthorhombic,Pmmm,mmm
Y5O4F7,5,Monoclinic,C2,2
Zr24P8H,3,Monoclinic,P2,2
Y2MnFeO6,14,Monoclinic,P2_1/c,2/m
Y4FeS7,8,Monoclinic,Cm,m
Y3(Ga2Cu)2,156,Trigonal,P3m1,3m
Y(Fe5Si)2,71,Orthorhombic,Immm,mmm
Y2(B2Rh3)3,191,Hexagonal,P6/mmm,6/mmm
Y(CuS)3,148,Trigonal,R-3,-3
Y2As7Rh12,143,Trigonal,P3,3
WNO,160,Trigonal,R3m,3m
Y7Mg3Ge8,4,Monoclinic,P2_1,2
Y3Ga8Ni3,8,Monoclinic,Cm,m
Y6Cr(SiS7)2,143,Trigonal,P3,3
Y7(O2F3)3,5,Monoclinic,C2,2
Y5B4Rh15,123,Tetragonal,P4/mmm,4/mmm
Y2CrSbO7,74,Orthorhombic,Imma,mmm
Y(CuSe)3,148,Trigonal,R-3,-3
Y2Fe17CN,2,Triclinic,P-1,-1
Y4Mn3NiO12,2,Triclinic,P-1,-1
Y6Fe(SiS7)2,143,Trigonal,P3,3
YEr3Fe34,187,Hexagonal,P-6m2,-6m2
Y4Ti6Bi2O21,12,Monoclinic,C2/m,2/m
Y(AlCu)6,71,Orthorhombic,Immm,mmm
Zn3Co2(CN)12,115,Tetragonal,P-4m2,-42m
ZnAgPO4,1,Triclinic,P1,1
Y2(CoCu)5,47,Orthorhombic,Pmmm,mmm
W4C3O,187,Hexagonal,P-6m2,-6m2
Zn3CrH80S8(NO7)8,2,Triclinic,P-1,-1
Y2Er4Fe23,44,Orthorhombic,Imm2,mm2
Y6Ag(GeS7)2,143,Trigonal,P3,3
YIn7Cu5,44,Orthorhombic,Imm2,mm2
Zr3Fe2Sb3,6,Monoclinic,Pm,m
Y3Mn2Sb3O14,166,Trigonal,R-3m,-3m
Y(CuTe)3,148,Trigonal,R-3,-3
Y4Fe34C3,2,Triclinic,P-1,-1
VW,65,Orthorhombic,Cmmm,mmm
Y2Ti12(CuO4)9,147,Trigonal,P-3,-3
Zn4FeCu10(GeS4)5,5,Monoclinic,C2,2
Y6Cr(GeS7)2,1,Triclinic,P1,1
VPt,166,Trigonal,R-3m,-3m
Y2(InSn)3,47,Orthorhombic,Pmmm,mmm
Y9Er3Al20O48,5,Monoclinic,C2,2
YZrCo6,160,Trigonal,R3m,3m
VReMo,42,Orthorhombic,Fmm2,mm2
W2N3,8,Monoclinic,Cm,m
Zn3Cu2(CO6)2,4,Monoclinic,P2_1,2
Zn2Fe3Cu10(SnSe4)5,23,Orthorhombic,I222,222
VSiGe,153,Trigonal,P3_212,32
YLuTh2(BRh)16,25,Orthorhombic,Pmm2,mm2
VWC2,166,Trigonal,R-3m,-3m
Y3Mn3Ga2Si,174,Hexagonal,P-6,-6
Y4US5O3,31,Orthorhombic,Pmn2_1,mm2
Y2(InPb)3,47,Orthorhombic,Pmmm,mmm
Y4Co16B3C,187,Hexagonal,P-6m2,-6m2
Y2(AlNi)5,6,Monoclinic,Pm,m
Y2Fe17C,12,Monoclinic,C2/m,2/m
Y2Al3Ga3(BO3)8,1,Triclinic,P1,1
VW2C3,71,Orthorhombic,Immm,mmm
Y20Si12C,10,Monoclinic,P2/m,2/m
Y16Se16F15,6,Monoclinic,Pm,m
VRu3,187,Hexagonal,P-6m2,-6m2
UCrCuSi2,119,Tetragonal,I-4m2,-42m
Y9Lu3Al20O48,5,Monoclinic,C2,2
W2CO,187,Hexagonal,P-6m2,-6m2
VPt3,166,Trigonal,R-3m,-3m
Y3ErTi4(SiO9)2,4,Monoclinic,P2_1,2
Y16Mg3AlNi4,160,Trigonal,R3m,3m
W2CO,25,Orthorhombic,Pmm2,mm2
Y(InCu)6,71,Orthorhombic,Immm,mmm
VRu4,69,Orthorhombic,Fmmm,mmm
Zn4FeCu10(SnSe4)5,5,Monoclinic,C2,2
VSi4Mo,3,Monoclinic,P2,2
Y6Ga17Pt5,12,Monoclinic,C2/m,2/m
UCrCo,74,Orthorhombic,Imma,mmm
VSiW,38,Orthorhombic,Amm2,mm2
W2(CO)3,65,Orthorhombic,Cmmm,mmm
Zr3(Sn2Sb)2,5,Monoclinic,C2,2
Zr2CoS4,8,Monoclinic,Cm,m
ZnGaCuSe3,8,Monoclinic,Cm,m
ZnAu4,166,Trigonal,R-3m,-3m
Zr2NiS4,8,Monoclinic,Cm,m
Zn4CdS5,166,Trigonal,R-3m,-3m
ZnPd4,166,Trigonal,R-3m,-3m
Zn5SeS4,119,Tetragonal,I-4m2,-42m
Zr3HC2,164,Trigonal,P-3m1,-3m
ZnNi4,166,Trigonal,R-3m,-3m
Zn4CoSe5,8,Monoclinic,Cm,m
Zn4Ni5Ge,123,Tetragonal,P4/mmm,4/mmm
Zr2(PdRh)3,47,Orthorhombic,Pmmm,mmm
Zr3AlN4,123,Tetragonal,P4/mmm,4/mmm
Zr2CN,166,Trigonal,R-3m,-3m
ZnGeAsP,24,Orthorhombic,I2_12_12_1,222
Zr2AlFe3,194,Hexagonal,P6_3/mmc,6/mmm
Zr2(SeS)3,6,Monoclinic,Pm,m
Zr2Se3,12,Monoclinic,C2/m,2/m
Zn2Cr3GaSe8,166,Trigonal,R-3m,-3m
Zr2CoNi,38,Orthorhombic,Amm2,mm2
Zr2Cr3Si,194,Hexagonal,P6_3/mmc,6/mmm
Zn3Cr8FeSe16,160,Trigonal,R3m,3m
Zr2TiSnO8,3,Monoclinic,P2,2
Zn2GaCuSe4,160,Trigonal,R3m,3m
Zr2V3Si,194,Hexagonal,P6_3/mmc,6/mmm
ZnCd(GaS2)4,81,Tetragonal,P-4,-4
ZnFe4NiO8,216,Cubic,F-43m,-43m
Zn3Cu6(AsS3)4,1,Triclinic,P1,1
ZnCr4CuSe8,216,Cubic,F-43m,-43m
ZnCu2SnSe3S,8,Monoclinic,Cm,m
ZnFe4CoO8,216,Cubic,F-43m,-43m
Zr3GeMo8,160,Trigonal,R3m,3m
ZnOF,62,Orthorhombic,Pnma,mmm
Zr2VRe3,194,Hexagonal,P6_3/mmc,6/mmm
Zn3PBr3,6,Monoclinic,Pm,m
Zr2Te3,148,Trigonal,R-3,-3
ZnNi4O5,166,Trigonal,R-3m,-3m
Zr2Ga3Cu,8,Monoclinic,Cm,m
Zn2FeS3,146,Trigonal,R3,3
Zn2SiGeN4,4,Monoclinic,P2_1,2
Zn3Cd3(BO3)4,146,Trigonal,R3,3
Zn2O3F,26,Orthorhombic,Pmc2_1,mm2
Zn13Fe,12,Monoclinic,C2/m,2/m
Zr3Fe(CuS4)2,166,Trigonal,R-3m,-3m
Zn4CdSe5,160,Trigonal,R3m,3m
Zr4Ti(PbO3)5,8,Monoclinic,Cm,m
ZnFe4CuO8,160,Trigonal,R3m,3m
Zn9Ga3Mo2,164,Trigonal,P-3m1,-3m
ZnFe4CoO8,160,Trigonal,R3m,3m
ZnHg4Te5,160,Trigonal,R3m,3m
Zr2CrFe3,194,Hexagonal,P6_3/mmc,6/mmm
Zr2SiNi3,194,Hexagonal,P6_3/mmc,6/mmm
Zr3CoSe6,148,Trigonal,R-3,-3
ZnCu2Sn(SeS)2,42,Orthorhombic,Fmm2,mm2
Zr3TePb4O13,160,Trigonal,R3m,3m
ZnCu2SnSe3S,1,Triclinic,P1,1
Zn4Si2H2O9,8,Monoclinic,Cm,m
ZnCr2(SeS)2,216,Cubic,F-43m,-43m
ZnCu(SeO3)2,14,Monoclinic,P2_1/c,2/m
Zn4CoO5,156,Trigonal,P3m1,3m
YZnSi,187,Hexagonal,P-6m2,-6m2
ZnCr4CdS8,216,Cubic,F-43m,-43m
YUAs2,123,Tetragonal,P4/mmm,4/mmm
ZnNiO2,166,Trigonal,R-3m,2/m
ZnNi4O5,71,Orthorhombic,Immm,mmm
ZnInGaO4,160,Trigonal,R3m,3m
Zr2Ga3Ni,8,Monoclinic,Cm,m
Zr10Al6O,162,Trigonal,P-31m,-3m
YZnCuAs2,156,Trigonal,P3m1,3m
Zn3GaAgS5,1,Triclinic,P1,1
Zn2InCuS4,121,Tetragonal,I-42m,-42m
ZnCr4CoO8,216,Cubic,F-43m,3m
Zr3Fe8Mo,160,Trigonal,R3m,3m
YZrS2,166,Trigonal,R-3m,-3m
Zn3Cu3(TeO6)2,199,Cubic,I2_13,23
ZnFe4NiO8,160,Trigonal,R3m,3m
Zr3Mn8Al,156,Trigonal,P3m1,3m
YZnCuP2,156,Trigonal,P3m1,3m
ZnCu(WO4)2,1,Triclinic,P1,1
YUSb2,166,Trigonal,R-3m,-3m
YZrFe4,216,Cubic,F-43m,-43m
Zr2CrFe3,38,Orthorhombic,Amm2,mm2
Zn2Pd,35,Orthorhombic,Cmm2,mm2
ZnNi4O5,12,Monoclinic,C2/m,2/m
Zr3AlFe8,160,Trigonal,R3m,3m
Zn11SbRu3,40,Orthorhombic,Ama2,mm2
Zr(AlFe)6,71,Orthorhombic,Immm,mmm
ZnAg,1,Triclinic,P1,1
YSc3N4,139,Tetragonal,I4/mmm,4/mmm
ZnFeAs4(Pb2O9)2,2,Triclinic,P-1,-1
YB2Mo,38,Orthorhombic,Amm2,mm2
YHoC4,65,Orthorhombic,Cmmm,mmm
YSiBRh3,187,Hexagonal,P-6m2,-6m2
YTh,187,Hexagonal,P-6m2,-6m2
Zr2P2SO12,7,Monoclinic,Pc,m
YEr(SnPd2)2,166,Trigonal,R-3m,-3m
YCo4Ge,65,Orthorhombic,Cmmm,mmm
YMgAl4,164,Trigonal,P-3m1,-3m
YBiTe3,160,Trigonal,R3m,3m
YMnAl,74,Orthorhombic,Imma,mmm
YSiPd,12,Monoclinic,C2/m,2/m
Zr3Ti(PbO3)4,6,Monoclinic,Pm,m
YAlFe,74,Orthorhombic,Imma,mmm
YCuSi2Ni,119,Tetragonal,I-4m2,-42m
YSc(BO3)2,148,Trigonal,R-3,-3
YScFe4,216,Cubic,F-43m,-43m
YMnFe,74,Orthorhombic,Imma,mmm
Zr2Ti(PbO3)3,8,Monoclinic,Cm,m
YGa3Cu,119,Tetragonal,I-4m2,-42m
YU2O6,71,Orthorhombic,Immm,mmm
YLu(BIr)8,115,Tetragonal,P-4m2,-42m
YCo3Ni2,191,Hexagonal,P6/mmm,6/mmm
YMnCo,74,Orthorhombic,Imma,mmm
Zr10Al6O,156,Trigonal,P3m1,3m
YAlCo4,187,Hexagonal,P-6m2,-6m2
YCoNi,74,Orthorhombic,Imma,mmm
YFeCo,74,Orthorhombic,Imma,mmm
YCuGe,164,Trigonal,P-3m1,-3m
YFeNi4,187,Hexagonal,P-6m2,-6m2
YO2F,6,Monoclinic,Pm,m
YZrO3,24,Orthorhombic,I2_12_12_1,222
Zr3Ti(PbO3)4,1,Triclinic,P1,1
Zr2Ti(PbO3)3,8,Monoclinic,Cm,m
YBeCu4,187,Hexagonal,P-6m2,-6m2
YCo2(B2Rh)2,105,Tetragonal,P4_2mc,4mm
YGePd,12,Monoclinic,C2/m,2/m
YLuCr2O8,119,Tetragonal,I-4m2,-42m
YSn2BiO7,74,Orthorhombic,Imma,mmm
YNiGe,12,Monoclinic,C2/m,2/m
YMg(CoNi)2,44,Orthorhombic,Imm2,mm2
YU(CrSi)4,123,Tetragonal,P4/mmm,4/mmm
YGaAu,12,Monoclinic,C2/m,2/m
YFeCu,74,Orthorhombic,Imma,mmm
YErNi2,26,Orthorhombic,Pmc2_1,mm2
YThCo10,47,Orthorhombic,Pmmm,mmm
YTm3(SnPd2)4,166,Trigonal,R-3m,-3m
YErAl2O6,26,Orthorhombic,Pmc2_1,mm2
YFeNi,74,Orthorhombic,Imma,mmm
YGaAg,12,Monoclinic,C2/m,2/m
YBiRu2O7,74,Orthorhombic,Imma,mmm
YErAl6,160,Trigonal,R3m,3m
YBi3(Ru2O7)2,166,Trigonal,R-3m,-3m
YLu(BRh)8,115,Tetragonal,P-4m2,-42m
YInPdAu,216,Cubic,F-43m,-43m
Zr2P4O17,5,Monoclinic,C2,2
YAgSe2,123,Tetragonal,P4/mmm,4/mmm
YTh(BRh)8,115,Tetragonal,P-4m2,-42m
YAgSn2,123,Tetragonal,P4/mmm,4/mmm
YZr2Ni15,156,Trigonal,P3m1,3m
YLuGa6,194,Hexagonal,P6_3/mmc,6/mmm
YThRe4,164,Trigonal,P-3m1,-3m
Zr3(VNi2)2,2,Triclinic,P-1,-1
YAl7Cu5,44,Orthorhombic,Imm2,mm2
YThC3,199,Cubic,I2_13,23
Zn35Cu17,1,Triclinic,P1,1
YErAl6(BO3)8,3,Monoclinic,P2,2
Zn3Ni4(SbO6)2,15,Monoclinic,C2/c,2/m
YCrFe11,44,Orthorhombic,Imm2,mm2
YEr(FeO3)2,26,Orthorhombic,Pmc2_1,mm2
ZnIn2Cu2S5,8,Monoclinic,Cm,m
ZnFe2Cu6(SnS4)3,82,Tetragonal,I-4,-4
Zn3Co4(SbO6)2,2,Triclinic,P-1,-1
Zn3Rh2(CN)12,115,Tetragonal,P-4m2,-42m
ZnCr5GaSe10,119,Tetragonal,I-4m2,-42m
Zr2Ti3(PbO3)5,25,Orthorhombic,Pmm2,mm2
Zn4In2O7,194,Hexagonal,P6_3/mmc,6/mmm
YTaBi2O7,74,Orthorhombic,Imma,mmm
ZnCu4(WO4)5,1,Triclinic,P1,1
ZnTcNiO4,8,Monoclinic,Cm,1
Zn3Cu6Sn3(SeS2)4,8,Monoclinic,Cm,m
ZrMnGa,38,Orthorhombic,Amm2,mm2
Y2AsS,166,Trigonal,R-3m,-3m
Zn3Fe12(CoO12)2,44,Orthorhombic,Imm2,mm2
YNO4,39,Orthorhombic,Aem2,mm2
Y2O3,115,Tetragonal,P-4m2,-42m
Y7ReO14,166,Trigonal,R-3m,-3m
Y3SiS2,71,Orthorhombic,Immm,mmm
YEr3V4O16,21,Orthorhombic,C222,222
Y3GeS2,164,Trigonal,P-3m1,-3m
Y2PS,166,Trigonal,R-3m,-3m
Y2NiRu3,166,Trigonal,R-3m,-3m
Y2TeS2,71,Orthorhombic,Immm,mmm
YLu3Cr4O16,21,Orthorhombic,C222,222
Y2USe3,164,Trigonal,P-3m1,-3m
Y2Co3Si,166,Trigonal,R-3m,-3m
Y2CoRu3,166,Trigonal,R-3m,-3m
Y3ScN4,166,Trigonal,R-3m,-3m
Y2Mn3Co,166,Trigonal,R-3m,-3m
Zn2Cu10Sn5Hg3S20,5,Monoclinic,C2,2
Y2Ga3Ag,156,Trigonal,P3m1,3m
Y3Si3Ni,44,Orthorhombic,Imm2,mm2
Y2US3O2,107,Tetragonal,I4mm,4mm
Zn5Cr20(GaSe10)4,82,Tetragonal,I-4,-4
Y4ZnGa3,44,Orthorhombic,Imm2,mm2
Y2Ga3Cu,156,Trigonal,P3m1,3m
Y2MnS4,36,Orthorhombic,Cmc2_1,mm2
Y2MgS4,36,Orthorhombic,Cmc2_1,mm2
Zr3Co8Si,160,Trigonal,R3m,3m
TiV,65,Orthorhombic,Cmmm,mmm
Tm4CdSe7,8,Monoclinic,Cm,m
TiSnO4,65,Orthorhombic,Cmmm,mmm
UFeCo,74,Orthorhombic,Imma,mmm
Tl2FeCu3Te4,21,Orthorhombic,C222,222
UNbC2,166,Trigonal,R-3m,-3m
U2NiSb4,115,Tetragonal,P-4m2,-42m
U2(AlSn)3,47,Orthorhombic,Pmmm,mmm
U2PS,166,Trigonal,R-3m,-3m
Tm5TeSe4,166,Trigonal,R-3m,-3m
V2FeSe4,8,Monoclinic,Cm,m
UMnCo,74,Orthorhombic,Imma,mmm
TiZnCu2,123,Tetragonal,P4/mmm,4/mmm
U2AsSe,123,Tetragonal,P4/mmm,4/mmm
TmGaAu,12,Monoclinic,C2/m,2/m
TmAlFe,38,Orthorhombic,Amm2,mm2
Tm3Ga2Ge3,108,Tetragonal,I4cm,4mm
TiNbCr4,216,Cubic,F-43m,-43m
TiVB4,191,Hexagonal,P6/mmm,6/mmm
V3Zn2FeO11,2,Triclinic,P-1,-1
Tl2Co3NiSe4,115,Tetragonal,P-4m2,-42m
TiVAs2,164,Trigonal,P-3m1,-3m
TiZnNi2,123,Tetragonal,P4/mmm,4/mmm
U2CS,166,Trigonal,R-3m,-3m
Tm(AlCr)6,71,Orthorhombic,Immm,mmm
TiMo2,69,Orthorhombic,Fmmm,mmm
TiP2W,44,Orthorhombic,Imm2,mm2
Tl4Pd15Pb,123,Tetragonal,P4/mmm,4/mmm
TiMoP2,164,Trigonal,P-3m1,-3m
U2SbTe,166,Trigonal,R-3m,-3m
V2(CrSi)3,72,Orthorhombic,Ibam,mmm
TiNi4GeO8,216,Cubic,F-43m,-43m
TmAl7Fe5,44,Orthorhombic,Imm2,mm2
TiNbO4,65,Orthorhombic,Cmmm,mmm
TiVH4,166,Trigonal,R-3m,-3m
U2AsS,166,Trigonal,R-3m,-3m
TlCr5Te8,8,Monoclinic,Cm,m
TiWC2,166,Trigonal,R-3m,-3m
TiVC2,166,Trigonal,R-3m,-3m
TiNbB4,191,Hexagonal,P6/mmm,6/mmm
V2Cr2GaSe8,44,Orthorhombic,Imm2,mm2
TmMnIn,187,Hexagonal,P-6m2,-6m2
UGa2Cu3,191,Hexagonal,P6/mmm,6/mmm
Tm4US7,8,Monoclinic,Cm,m
TiSeS,156,Trigonal,P3m1,3m
Tl3In5Se8,89,Tetragonal,P422,422
V10(SiGe)3,189,Hexagonal,P-62m,-6m2
UCrNi,74,Orthorhombic,Imma,mmm
UF3,164,Trigonal,P-3m1,-3m
TlV6PSe7,143,Trigonal,P3,3
V2Cu3NiO6,12,Monoclinic,C2/m,2/m
U2PS,123,Tetragonal,P4/mmm,4/mmm
TiNbC2,166,Trigonal,R-3m,-3m
V3Ni2,10,Monoclinic,P2/m,2/m
TiNbB2,38,Orthorhombic,Amm2,mm2
U4Cr7Si,164,Trigonal,P-3m1,-3m
TiMoC2,166,Trigonal,R-3m,-3m
UMnAl,74,Orthorhombic,Imma,mmm
TiNbAlC,164,Trigonal,P-3m1,-3m
TiNb3(AlC)2,156,Trigonal,P3m1,3m
U2Al3Ga,166,Trigonal,R-3m,-3m
TiVCN,160,Trigonal,R3m,3m
UNb4O12,139,Tetragonal,I4/mmm,4/mmm
U2TeSe,166,Trigonal,R-3m,-3m
Tm2Ga3Ni,8,Monoclinic,Cm,m
Tm5Te4Se,12,Monoclinic,C2/m,2/m
TiMoO4,65,Orthorhombic,Cmmm,mmm
U4B3C5,25,Orthorhombic,Pmm2,mm2
V(FeS2)2,8,Monoclinic,Cm,m
UPt2Au3,44,Orthorhombic,Imm2,mm2
Tl9SnTe6,87,Tetragonal,I4/m,4/m
TiMnSb,194,Hexagonal,P6_3/mmc,6/mmm
UCu3Pd2,44,Orthorhombic,Imm2,mm2
TiNF,109,Tetragonal,I4_1md,4mm
TiNbN2,123,Tetragonal,P4/mmm,4/mmm
U3As2Se,164,Trigonal,P-3m1,-3m
TiMoAs2,26,Orthorhombic,Pmc2_1,mm2
TlP(HO2)2,7,Monoclinic,Pc,m
UNiGe,12,Monoclinic,C2/m,2/m
U2AsSe,123,Tetragonal,P4/mmm,4/mmm
TiP4W3,6,Monoclinic,Pm,m
Tm(CuS)3,148,Trigonal,R-3,-3
Tl2Fe3Se4,21,Orthorhombic,C222,222
U3P2Se,71,Orthorhombic,Immm,mmm
V2FeTe4,8,Monoclinic,Cm,m
U(Al2Cu)4,139,Tetragonal,I4/mmm,4/mmm
Tm(AlCu)6,71,Orthorhombic,Immm,mmm
Tm2InAg,123,Tetragonal,P4/mmm,4/mmm
Tl2Co3NiSe4,21,Orthorhombic,C222,222
TlMo6(SeS)4,1,Triclinic,P1,1
TiNi2Sn,123,Tetragonal,P4/mmm,4/mmm
TlCu7Se4,8,Monoclinic,Cm,m
TiNbGaO6,102,Tetragonal,P4_2nm,4mm
Tm4CrSe7,8,Monoclinic,Cm,m
TlCNO,46,Orthorhombic,Ima2,mm2
U2CoSi3,25,Orthorhombic,Pmm2,mm2
Tm2(B2Rh3)3,191,Hexagonal,P6/mmm,6/mmm
Tm(AlFe)6,71,Orthorhombic,Immm,mmm
U2(PdRh)3,47,Orthorhombic,Pmmm,mmm
TlBiF4,26,Orthorhombic,Pmc2_1,mm2
Tl2Bi2Te3Se,44,Orthorhombic,Imm2,mm2
TiVS2,26,Orthorhombic,Pmc2_1,mm2
V2Cd3O8,26,Orthorhombic,Pmc2_1,mm2
TiVO3,161,Trigonal,R3c,3m
TiVSe4,10,Monoclinic,P2/m,2/m
V2Co9W,160,Trigonal,R3m,3m
TiVN2,166,Trigonal,R-3m,-3m
V2AgP3O11,5,Monoclinic,C2,2
U3Al3CoRu2,189,Hexagonal,P-62m,-6m2
V2Co9Mo,160,Trigonal,R3m,3m
Zr8Ni61B18,164,Trigonal,P-3m1,-3m
UCuNiGe2,119,Tetragonal,I-4m2,-42m
V10(SiGe)3,42,Orthorhombic,Fmm2,mm2
V4NO11,8,Monoclinic,Cm,m
U2As3Se,99,Tetragonal,P4mm,4mm
TiS2,160,Trigonal,R3m,3m
TlIn5Se8,12,Monoclinic,C2/m,2/m
UMnFeSi2,119,Tetragonal,I-4m2,-42m
V2GaFe,35,Orthorhombic,Cmm2,mm2
TiMoS3,11,Monoclinic,P2_1/m,2/m
Tm(MnAl)6,71,Orthorhombic,Immm,mmm
TiNb2ZnO8,3,Monoclinic,P2,2
V2Fe(CuO2)3,12,Monoclinic,C2/m,2/m
V2MoO8,8,Monoclinic,Cm,m
TmAlCo,38,Orthorhombic,Amm2,mm2
V11ReB8,10,Monoclinic,P2/m,2/m
UNiP2,25,Orthorhombic,Pmm2,mm2
Tm2TiCuO6,187,Hexagonal,P-6m2,-6m2
TiTl2(TeO4)3,5,Monoclinic,C2,2
TiNbFeO6,102,Tetragonal,P4_2nm,4mm
TiAu,187,Hexagonal,P-6m2,-6m2
TiAl2V,123,Tetragonal,P4/mmm,4/mmm
TiAlCo2,123,Tetragonal,P4/mmm,4/mmm
TiAl6Mo,123,Tetragonal,P4/mmm,4/mmm
TiAlFe2,123,Tetragonal,P4/mmm,4/mmm
TiAlNi2,123,Tetragonal,P4/mmm,4/mmm
TiAlAu2,123,Tetragonal,P4/mmm,4/mmm
TiB2W,38,Orthorhombic,Amm2,mm2
Ti6PtAu,200,Cubic,Pm-3,m-3
TiAlN2,166,Trigonal,R-3m,-3m
TiB4Mo,191,Hexagonal,P6/mmm,6/mmm
TiAl3,25,Orthorhombic,Pmm2,mm2
TiB2Mo,38,Orthorhombic,Amm2,mm2
TlCu3Te2,7,Monoclinic,Pc,m
TiBi2(O2F)2,139,Tetragonal,I4/mmm,4/mmm
TiAlV2,35,Orthorhombic,Cmm2,mm2
